PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;443;3210;-2;1;0
0;2;0;0;443;2261;13;2;1
0;3;0;2261;443;449;14;2;1
0;4;0;2710;443;449;15;2;1
0;5;0;3159;443;51;-1;2;1
0;6;443;0;944;3210;-2;1;0
0;7;443;0;944;1993;49;2;6
0;8;443;1993;944;958;62;2;6
0;9;443;2951;944;259;-1;2;6
0;10;1387;0;2348;3210;-2;1;0
0;11;1387;0;2348;443;-2;2;10
0;12;1387;0;2295;443;16;3;11
0;13;3682;0;53;443;-1;3;11
0;14;1387;443;2348;443;-2;2;10
0;15;1387;443;2261;443;26;3;14
0;16;3648;443;87;443;-1;3;14
0;17;1387;886;2348;1838;-2;2;10
0;18;1387;886;1174;1838;-2;3;17
0;19;1387;886;1174;25;-2;4;18
0;20;1387;911;1174;1813;50;4;18
0;21;2561;886;1174;1838;-2;3;17
0;22;2561;886;1174;25;-1;4;21
0;23;2561;911;1174;1813;51;4;21
0;24;1387;2724;2348;486;-2;2;10
0;25;1387;2724;2295;486;-2;3;24
0;26;1387;2724;2295;443;17;4;25
0;27;1387;3167;2295;43;-1;4;25
0;28;3682;2724;53;486;-1;3;24
0;29;3735;0;443;3210;-2;1;0
0;30;3735;0;443;2261;27;2;29
0;31;3735;2261;443;500;-1;2;29
0;32;3735;2761;443;449;28;2;29
0;33;4178;0;1822;3210;-2;1;0
0;34;4178;0;1822;558;-2;2;33
0;35;4178;0;1793;558;52;3;34
0;36;5971;0;29;558;-1;3;34
0;37;4178;558;1822;559;-2;2;33
0;38;4178;558;1793;559;53;3;37
0;39;5971;558;29;559;-1;3;37
0;40;4178;1117;1822;804;-2;2;33
0;41;4178;1117;578;804;0;3;40
0;42;4756;1117;716;804;-2;3;40
0;43;4756;1117;716;722;54;4;42
0;44;4756;1839;716;82;-1;4;42
0;45;5472;1117;449;804;-2;3;40
0;46;5472;1117;449;443;29;4;45
0;47;5472;1560;449;361;-1;4;45
0;48;5921;1117;79;804;-1;3;40
0;49;4178;1921;1822;315;-2;2;33
0;50;4178;1921;1352;315;-2;3;49
0;51;4178;1921;1352;20;-2;4;50
0;52;4178;1941;1352;295;55;4;50
0;53;5530;1921;470;315;-1;3;49
0;54;4178;2236;1822;974;-2;2;33
0;55;4178;2236;958;974;-2;3;54
0;56;4178;2236;958;944;63;4;55
0;57;4178;3180;958;30;-1;4;55
0;58;5136;2236;411;974;-2;3;54
0;59;5136;2236;411;928;1;4;58
0;60;5136;3164;411;46;-1;4;58
0;61;5547;2236;411;974;-2;3;54
0;62;5547;2236;411;928;2;4;61
0;63;5547;3164;411;46;-1;4;61
0;64;5958;2236;42;974;-1;3;54
1;65;0;0;6000;3210;-2;0;
1;66;0;0;443;3210;-2;1;65
1;67;0;0;443;2261;30;2;66
1;68;0;2261;443;949;-2;2;66
1;69;0;2261;411;949;-2;3;68
1;70;0;2261;411;928;3;4;69
1;71;0;3189;411;21;-1;4;69
1;72;411;2261;32;949;-1;3;68
1;73;443;0;298;3210;-2;1;65
1;74;443;0;298;1414;18;2;73
1;75;443;1414;298;382;-1;2;73
1;76;443;1796;298;1414;19;2;73
1;77;741;0;843;3210;-2;1;65
1;78;741;0;843;1794;-2;2;77
1;79;741;0;390;1794;20;3;78
1;80;1131;0;390;1794;21;3;78
1;81;1521;0;63;1794;-1;3;78
1;82;741;1794;843;1416;-2;2;77
1;83;741;1794;548;1416;-2;3;82
1;84;741;1794;548;562;-2;4;83
1;85;741;2356;548;854;22;4;83
1;86;1289;1794;295;1416;-2;3;82
1;87;1289;1794;295;1352;56;4;86
1;88;1289;3146;295;64;-1;4;86
1;89;1584;0;1286;3210;-2;1;65
1;90;1584;0;1286;2261;-2;2;89
1;91;1584;0;39;2261;-1;3;90
1;92;1623;0;443;2261;31;3;90
1;93;2066;0;804;2261;-2;3;90
1;94;2066;0;804;2099;4;4;93
1;95;2066;2099;804;162;-1;4;93
1;96;1584;2261;1286;949;-2;2;89
1;97;1584;2261;490;949;-2;3;96
1;98;1584;2261;490;852;57;4;97
1;99;1584;3113;490;97;-1;4;97
1;100;2074;2261;706;949;-2;3;96
1;101;2074;2261;706;852;58;4;100
1;102;2074;3113;706;97;-1;4;100
1;103;2780;2261;90;949;-1;3;96
1;104;2870;0;1702;3210;-2;1;65
1;105;2870;0;1702;444;5;2;104
1;106;2870;444;1702;444;6;2;104
1;107;2870;888;1702;444;7;2;104
1;108;2870;1332;1702;444;8;2;104
1;109;2870;1776;1702;444;9;2;104
1;110;2870;2220;1702;990;-2;2;104
1;111;2870;2220;944;990;-2;3;110
1;112;2870;2220;944;958;64;4;111
1;113;2870;3178;944;32;-1;4;111
1;114;3814;2220;706;990;-2;3;110
1;115;3814;2220;706;116;-1;4;114
1;116;3814;2336;706;874;59;4;114
1;117;4520;2220;52;990;-1;3;110
1;118;4572;0;944;3210;-2;1;65
1;119;4572;0;944;958;65;2;118
1;120;4572;958;944;958;66;2;118
1;121;4572;1916;944;958;67;2;118
1;122;4572;2874;944;336;-2;2;118
1;123;4572;2874;597;336;-2;3;122
1;124;4572;2874;597;269;39;4;123
1;125;4572;3143;597;67;-1;4;123
1;126;5169;2874;347;336;-1;3;122
1;127;5516;0;484;3210;-2;1;65
1;128;5516;0;484;443;-2;2;127
1;129;5516;0;449;443;32;3;128
1;130;5965;0;35;443;-1;3;128
1;131;5516;443;484;443;-2;2;127
1;132;5516;443;449;443;33;3;131
1;133;5965;443;35;443;-1;3;131
1;134;5516;886;484;2324;-2;2;127
1;135;5516;886;443;2324;-2;3;134
1;136;5516;886;443;2261;34;4;135
1;137;5516;3147;443;63;-1;4;135
1;138;5959;886;41;2324;-1;3;134
2;139;0;0;6000;3210;-2;0;
2;140;0;0;606;3210;-2;1;139
2;141;0;0;606;1414;-2;2;140
2;142;0;0;303;1414;23;3;141
2;143;303;0;303;1414;24;3;141
2;144;0;1414;606;1796;-2;2;140
2;145;0;1414;444;1796;-2;3;144
2;146;0;1414;444;1702;10;4;145
2;147;0;3116;444;94;-1;4;145
2;148;444;1414;162;1796;-1;3;144
2;149;606;0;478;3210;-2;1;139
2;150;606;0;478;277;-1;2;149
2;151;606;277;478;2261;-2;2;149
2;152;606;277;443;2261;35;3;151
2;153;1049;277;35;2261;-1;3;151
2;154;606;2538;478;672;-2;2;149
2;155;606;2538;458;672;-2;3;154
2;156;606;2538;458;608;11;4;155
2;157;606;3146;458;64;-1;4;155
2;158;1064;2538;20;672;-1;3;154
2;159;1084;0;1993;3210;-2;1;139
2;160;1084;0;1993;1444;68;2;159
2;161;1084;1444;1993;1444;69;2;159
2;162;1084;2888;1993;322;-2;2;159
2;163;1084;2888;1959;322;-2;3;162
2;164;1084;2888;1959;285;60;4;163
2;165;1084;3173;1959;37;-1;4;163
