PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2039;3210;-2;1;0
0;2;0;0;2039;696;90;2;1
0;3;0;696;2039;801;-2;2;1
0;4;0;696;1987;801;210;3;3
0;5;1987;696;52;801;-1;3;3
0;6;0;1497;2039;450;91;2;1
0;7;0;1947;2039;801;-2;2;1
0;8;0;1947;1987;801;240;3;7
0;9;1987;1947;52;801;-1;3;7
0;10;0;2748;2039;462;-2;2;1
0;11;0;2748;743;462;-2;3;10
0;12;0;2748;743;433;60;4;11
0;13;0;3181;743;29;-1;4;11
0;14;743;2748;1108;462;-2;3;10
0;15;743;2748;1108;384;30;4;14
0;16;743;3132;1108;78;-1;4;14
0;17;1851;2748;188;462;-1;3;10
0;18;2039;0;939;3210;-2;1;0
0;19;2039;0;939;2125;211;2;18
0;20;2039;2125;939;1085;-2;2;18
0;21;2039;2125;453;1085;-2;3;20
0;22;2039;2125;453;1013;180;4;21
0;23;2039;3138;453;72;-1;4;21
0;24;2492;2125;453;1085;-2;3;20
0;25;2492;2125;453;1013;181;4;24
0;26;2492;3138;453;72;-1;4;24
0;27;2945;2125;33;1085;-1;3;20
0;28;2978;0;939;3210;-2;1;0
0;29;2978;0;939;2125;241;2;28
0;30;2978;2125;939;72;-1;2;28
0;31;2978;2197;939;1013;-2;2;28
0;32;2978;2197;453;1013;182;3;31
0;33;3431;2197;453;1013;183;3;31
0;34;3884;2197;33;1013;-1;3;31
0;35;3917;0;2039;3210;-2;1;0
0;36;3917;0;2039;1917;-2;2;35
0;37;3917;0;801;1917;212;3;36
0;38;4718;0;410;1917;-2;3;36
0;39;4718;0;410;1688;150;4;38
0;40;4718;1688;410;229;-1;4;38
0;41;5128;0;801;1917;242;3;36
0;42;5929;0;27;1917;-1;3;36
0;43;3917;1917;2039;450;92;2;35
0;44;3917;2367;2039;843;-2;2;35
0;45;3917;2367;1075;843;-2;3;44
0;46;3917;2367;1075;798;270;4;45
0;47;3917;3165;1075;45;-1;4;45
0;48;4992;2367;936;843;-2;3;44
0;49;4992;2367;936;784;271;4;48
0;50;4992;3151;936;59;-1;4;48
0;51;5928;2367;28;843;-1;3;44
0;52;5956;0;44;3210;-1;1;0
1;53;0;0;6000;3210;-2;0;
1;54;0;0;408;3210;-2;1;53
1;55;0;0;408;1553;151;2;54
1;56;0;1553;408;1553;152;2;54
1;57;0;3106;408;104;-1;2;54
1;58;408;0;498;3210;-2;1;53
1;59;408;0;498;2027;153;2;58
1;60;408;2027;498;1183;-2;2;58
1;61;408;2027;384;1183;-2;3;60
