PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;701;3210;-2;1;0
0;2;0;0;701;1041;-2;2;1
0;3;0;0;620;1041;172;3;2
0;4;620;0;81;1041;-1;3;2
0;5;0;1041;701;2169;-2;2;1
0;6;0;1041;488;2169;-2;3;5
0;7;0;1041;488;174;-2;4;6
0;8;0;1215;488;1995;71;4;6
0;9;488;1041;213;2169;-2;3;5
0;10;488;1041;213;2128;194;4;9
0;11;488;3169;213;41;-1;4;9
0;12;701;0;2073;3210;-2;1;0
0;13;701;0;2073;523;-2;2;12
0;14;701;0;2048;523;195;3;13
0;15;2749;0;25;523;-1;3;13
0;16;701;523;2073;523;-2;2;12
0;17;701;523;2048;523;196;3;16
0;18;2749;523;25;523;-1;3;16
0;19;701;1046;2073;925;-2;2;12
0;20;701;1046;691;925;152;3;19
0;21;1392;1046;691;925;153;3;19
0;22;2083;1046;691;925;154;3;19
0;23;701;1971;2073;826;-2;2;12
0;24;701;1971;1979;826;0;3;23
0;25;2680;1971;94;826;-1;3;23
0;26;701;2797;2073;413;-2;2;12
0;27;701;2797;980;413;-2;3;26
0;28;701;2797;980;389;112;4;27
0;29;701;3186;980;24;-1;4;27
0;30;1681;2797;980;413;-2;3;26
0;31;1681;2797;980;389;113;4;30
0;32;1681;3186;980;24;-1;4;30
0;33;2661;2797;113;413;-1;3;26
0;34;2774;0;449;3210;-2;1;0
0;35;2774;0;449;48;-1;2;34
0;36;2774;48;449;1540;215;2;34
0;37;2774;1588;449;1540;216;2;34
0;38;2774;3128;449;82;-1;2;34
0;39;3223;0;860;3210;-2;1;0
0;40;3223;0;860;1458;-2;2;39
0;41;3223;0;430;1458;132;3;40
0;42;3653;0;430;1458;133;3;40
0;43;3223;1458;860;1360;-2;2;39
0;44;3223;1458;420;1360;51;3;43
0;45;3643;1458;420;1360;52;3;43
0;46;4063;1458;20;1360;-1;3;43
0;47;3223;2818;860;392;-2;2;39
0;48;3223;2818;740;392;-2;3;47
0;49;3223;2818;740;360;173;4;48
0;50;3223;3178;740;32;-1;4;48
0;51;3963;2818;120;392;-1;3;47
0;52;4083;0;1917;3210;-2;1;0
0;53;4083;0;1917;761;-2;2;52
0;54;4083;0;1844;761;114;3;53
0;55;5927;0;73;761;-1;3;53
0;56;4083;761;1917;1208;-2;2;52
0;57;4083;761;734;1208;-2;3;56
0;58;4083;761;734;32;-2;4;57
0;59;4083;793;734;1176;285;4;57
0;60;4817;761;734;1208;-2;3;56
0;61;4817;761;734;32;-1;4;60
0;62;4817;793;734;1176;286;4;60
0;63;5551;761;418;1208;-2;3;56
0;64;5551;761;418;1044;235;4;63
0;65;5551;1805;418;164;-1;4;63
0;66;5969;761;31;1208;-1;3;56
0;67;4083;1969;1917;691;-2;2;52
0;68;4083;1969;925;691;155;3;67
0;69;5008;1969;925;691;156;3;67
0;70;5933;1969;67;691;-1;3;67
0;71;4083;2660;1917;550;-2;2;52
0;72;4083;2660;826;550;-2;3;71
0;73;4083;2660;826;530;92;4;72
0;74;4083;3190;826;20;-1;4;72
0;75;4909;2660;1053;550;-2;3;71
0;76;4909;2660;1053;525;265;4;75
0;77;4909;3185;1053;25;-1;4;75
0;78;5962;2660;38;550;-1;3;71
1;79;0;0;6000;3210;-2;0;
1;80;0;0;1468;3210;-2;1;79
1;81;0;0;1468;1176;-2;2;80
1;82;0;0;734;1176;287;3;81
1;83;734;0;734;1176;288;3;81
1;84;0;1176;1468;481;-2;2;80
1;85;0;1176;1420;481;23;3;84
1;86;1420;1176;48;481;-1;3;84
1;87;0;1657;1468;481;-2;2;80
1;88;0;1657;1420;481;24;3;87
1;89;1420;1657;48;481;-1;3;87
1;90;0;2138;1468;1072;-2;2;80
1;91;0;2138;509;1072;-2;3;90
1;92;0;2138;509;1045;266;4;91
1;93;0;3183;509;27;-1;4;91
1;94;509;2138;509;1072;-2;3;90
1;95;509;2138;509;1045;267;4;94
1;96;509;3183;509;27;-1;4;94
1;97;1018;2138;418;1072;-2;3;90
1;98;1018;2138;418;1044;236;4;97
1;99;1018;3182;418;28;-1;4;97
1;100;1436;2138;32;1072;-1;3;90
1;101;1468;0;743;3210;-2;1;79
1;102;1468;0;743;1918;-2;2;101
1;103;1468;0;230;1918;174;3;102
1;104;1698;0;513;1918;-2;3;102
1;105;1698;0;513;1835;237;4;104
1;106;1698;1835;513;83;-1;4;104
1;107;1468;1918;743;1292;-2;2;101
1;108;1468;1918;712;1292;-2;3;107
1;109;1468;1918;712;1146;268;4;108
1;110;1468;3064;712;146;-1;4;108
1;111;2180;1918;31;1292;-1;3;107
1;112;2211;0;2023;3210;-2;1;79
1;113;2211;0;2023;773;197;2;112
1;114;2211;773;2023;822;198;2;112
1;115;2211;1595;2023;335;-2;2;112
1;116;2211;1595;952;335;72;3;115
1;117;3163;1595;952;335;73;3;115
1;118;4115;1595;119;335;-1;3;115
1;119;2211;1930;2023;335;-2;2;112
1;120;2211;1930;952;335;74;3;119
1;121;3163;1930;952;335;75;3;119
1;122;4115;1930;119;335;-1;3;119
1;123;2211;2265;2023;945;-2;2;112
1;124;2211;2265;722;945;-2;3;123
1;125;2211;2265;722;911;199;4;124
1;126;2211;3176;722;34;-1;4;124
1;127;2933;2265;625;945;-2;3;123
1;128;2933;2265;625;911;200;4;127
1;129;2933;3176;625;34;-1;4;127
1;130;3558;2265;625;945;-2;3;123
1;131;3558;2265;625;911;201;4;130
1;132;3558;3176;625;34;-1;4;130
1;133;4183;2265;51;945;-1;3;123
1;134;4234;0;1766;3210;-2;1;79
1;135;4234;0;1766;507;-2;2;134
1;136;4234;0;1742;507;76;3;135
