PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1070;3210;-2;1;0
0;2;0;0;1070;1714;-2;2;1
0;3;0;0;523;1714;224;3;2
0;4;523;0;523;1714;225;3;2
0;5;1046;0;24;1714;-1;3;2
0;6;0;1714;1070;446;-2;2;1
0;7;0;1714;1019;446;281;3;6
0;8;1019;1714;51;446;-1;3;6
0;9;0;2160;1070;348;-2;2;1
0;10;0;2160;1018;348;36;3;9
0;11;1018;2160;52;348;-1;3;9
0;12;0;2508;1070;348;-2;2;1
0;13;0;2508;1018;348;37;3;12
0;14;1018;2508;52;348;-1;3;12
0;15;0;2856;1070;97;-1;2;1
0;16;0;2953;1070;257;64;2;1
0;17;1070;0;1464;3210;-2;1;0
0;18;1070;0;1464;688;185;2;17
0;19;1070;688;1464;688;186;2;17
0;20;1070;1376;1464;299;-2;2;17
0;21;1070;1376;1414;299;309;3;20
0;22;2484;1376;50;299;-1;3;20
0;23;1070;1675;1464;512;-2;2;17
0;24;1070;1675;1412;512;122;3;23
0;25;2482;1675;52;512;-1;3;23
0;26;1070;2187;1464;475;-2;2;17
0;27;1070;2187;1403;475;92;3;26
0;28;2473;2187;61;475;-1;3;26
0;29;1070;2662;1464;548;-2;2;17
0;30;1070;2662;664;548;-2;3;29
0;31;1070;2662;664;523;226;4;30
0;32;1070;3185;664;25;-1;4;30
0;33;1734;2662;20;548;-1;3;29
0;34;1754;2662;664;548;-2;3;29
0;35;1754;2662;664;523;227;4;34
0;36;1754;3185;664;25;-1;4;34
0;37;2418;2662;116;548;-1;3;29
0;38;2534;0;321;3210;-2;1;0
0;39;2534;0;321;1070;65;2;38
0;40;2534;1070;321;1070;66;2;38
0;41;2534;2140;321;1070;-2;2;38
0;42;2534;2140;257;1070;67;3;41
0;43;2791;2140;64;1070;-1;3;41
0;44;2855;0;512;3210;-2;1;0
0;45;2855;0;512;1040;-2;2;44
0;46;2855;0;446;1040;-2;3;45
0;47;2855;0;446;1019;282;4;46
0;48;2855;1019;446;21;-1;4;46
0;49;3301;0;66;1040;-1;3;45
0;50;2855;1040;512;1310;360;2;44
0;51;2855;2350;512;860;-2;2;44
0;52;2855;2350;465;860;-2;3;51
0;53;2855;2350;465;779;340;4;52
0;54;2855;3129;465;81;-1;4;52
0;55;3320;2350;47;860;-1;3;51
0;56;3367;0;1046;3210;-2;1;0
0;57;3367;0;1046;1714;-2;2;56
0;58;3367;0;523;1714;228;3;57
0;59;3890;0;523;1714;229;3;57
0;60;3367;1714;1046;766;-2;2;56
0;61;3367;1714;990;766;252;3;60
0;62;4357;1714;56;766;-1;3;60
0;63;3367;2480;1046;353;-2;2;56
0;64;3367;2480;613;353;-2;3;63
0;65;3367;2480;613;313;359;4;64
0;66;3367;2793;613;40;-1;4;64
0;67;3980;2480;38;353;-1;3;63
0;68;4018;2480;353;353;230;3;63
0;69;4371;2480;42;353;-1;3;63
0;70;3367;2833;1046;377;-2;2;56
0;71;3367;2833;1018;377;-2;3;70
0;72;3367;2833;1018;348;38;4;71
0;73;3367;3181;1018;29;-1;4;71
0;74;4385;2833;28;377;-1;3;70
0;75;4413;0;426;3210;-2;1;0
0;76;4413;0;426;373;-2;2;75
0;77;4413;0;353;373;-2;3;76
0;78;4413;0;353;353;231;4;77
0;79;4413;353;353;20;-1;4;77
0;80;4766;0;73;373;-1;3;76
0;81;4413;373;426;1378;68;2;75
0;82;4413;1751;426;1378;69;2;75
0;83;4413;3129;426;81;-1;2;75
0;84;4839;0;1161;3210;-2;1;0
0;85;4839;0;1161;308;-2;2;84
0;86;4839;0;80;308;-1;3;85
0;87;4919;0;974;308;157;3;85
0;88;5893;0;107;308;-1;3;85
0;89;4839;308;1161;678;-2;2;84
0;90;4839;308;1139;678;158;3;89
0;91;5978;308;22;678;-1;3;89
0;92;4839;986;1161;451;-2;2;84
0;93;4839;986;1134;451;283;3;92
0;94;5973;986;27;451;-1;3;92
0;95;4839;1437;1161;451;-2;2;84
0;96;4839;1437;1134;451;284;3;95
