PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;469;3210;-2;1;0
0;2;0;0;469;798;241;2;1
0;3;0;798;469;798;243;2;1
0;4;0;1596;469;797;207;2;1
0;5;0;2393;469;797;208;2;1
0;6;0;3190;469;20;-1;2;1
0;7;469;0;495;3210;-2;1;0
0;8;469;0;495;1398;166;2;7
0;9;469;1398;495;1398;167;2;7
0;10;469;2796;495;414;-2;2;7
0;11;469;2796;448;414;215;3;10
0;12;917;2796;47;414;-1;3;10
0;13;964;0;495;3210;-2;1;0
0;14;964;0;495;798;245;2;13
0;15;964;798;495;979;93;2;13
0;16;964;1777;495;1398;169;2;13
0;17;964;3175;495;35;-1;2;13
0;18;1459;0;395;3210;-2;1;0
0;19;1459;0;395;2043;159;2;18
0;20;1459;2043;395;1122;142;2;18
0;21;1459;3165;395;45;-1;2;18
0;22;1854;0;469;3210;-2;1;0
0;23;1854;0;469;797;172;2;22
0;24;1854;797;469;798;231;2;22
0;25;1854;1595;469;798;242;2;22
0;26;1854;2393;469;797;128;2;22
0;27;1854;3190;469;20;-1;2;22
0;28;2323;0;495;3210;-2;1;0
0;29;2323;0;495;1398;170;2;28
0;30;2323;1398;495;1398;165;2;28
0;31;2323;2796;495;414;-2;2;28
0;32;2323;2796;448;414;214;3;31
0;33;2771;2796;47;414;-1;3;31
0;34;2818;0;495;3210;-2;1;0
0;35;2818;0;495;979;92;2;34
0;36;2818;979;495;1079;206;2;34
0;37;2818;2058;495;1122;236;2;34
0;38;2818;3180;495;30;-1;2;34
0;39;3313;0;395;3210;-2;1;0
0;40;3313;0;395;1122;146;2;39
0;41;3313;1122;395;2043;158;2;39
0;42;3313;3165;395;45;-1;2;39
0;43;3708;0;495;3210;-2;1;0
0;44;3708;0;495;979;94;2;43
0;45;3708;979;495;1122;238;2;43
0;46;3708;2101;495;1079;203;2;43
0;47;3708;3180;495;30;-1;2;43
0;48;4203;0;508;3210;-2;1;0
0;49;4203;0;508;587;4;2;48
0;50;4203;587;508;1797;26;2;48
0;51;4203;2384;508;826;-2;2;48
0;52;4203;2384;469;826;-2;3;51
0;53;4203;2384;469;797;171;4;52
0;54;4203;3181;469;29;-1;4;52
0;55;4672;2384;39;826;-1;3;51
0;56;4711;0;495;3210;-2;1;0
0;57;4711;0;495;1122;233;2;56
0;58;4711;1122;495;979;134;2;56
0;59;4711;2101;495;1079;205;2;56
0;60;4711;3180;495;30;-1;2;56
0;61;5206;0;395;3210;-2;1;0
0;62;5206;0;395;1122;141;2;61
0;63;5206;1122;395;1122;148;2;61
0;64;5206;2244;395;879;100;2;61
0;65;5206;3123;395;87;-1;2;61
0;66;5601;0;399;3210;-2;1;0
0;67;5601;0;399;669;139;2;66
0;68;5601;669;399;769;111;2;66
0;69;5601;1438;399;1221;-2;2;66
0;70;5601;1438;368;1221;-2;3;69
0;71;5601;1438;368;20;-2;4;70
0;72;5601;1458;368;1201;37;4;70
0;73;5969;1438;31;1221;-1;3;69
0;74;5601;2659;399;551;-2;2;66
0;75;5601;2659;367;551;-2;3;74
0;76;5601;2659;367;479;229;4;75
0;77;5601;3138;367;72;-1;4;75
0;78;5968;2659;32;551;-1;3;74
1;79;0;0;6000;3210;-2;0;
1;80;0;0;2000;3210;-2;1;79
1;81;0;0;2000;495;96;2;80
1;82;0;495;2000;317;-2;2;80
1;83;0;495;132;317;-1;3;82
1;84;132;495;1045;317;9;3;82
1;85;1177;495;798;317;-2;3;82
1;86;1177;495;798;269;99;4;85
1;87;1177;764;798;48;-1;4;85
1;88;1975;495;25;317;-1;3;82
1;89;0;812;2000;694;84;2;80
1;90;0;1506;2000;694;85;2;80
1;91;0;2200;2000;495;106;2;80
1;92;0;2695;2000;495;107;2;80
1;93;0;3190;2000;20;-1;2;80
1;94;2000;0;763;3210;-2;1;79
1;95;2000;0;763;1479;185;2;94
1;96;2000;1479;763;1479;186;2;94
1;97;2000;2958;763;252;-2;2;94
1;98;2000;2958;727;252;-2;3;97
1;99;2000;2958;727;229;46;4;98
1;100;2000;3187;727;23;-1;4;98
1;101;2727;2958;36;252;-1;3;97
1;102;2763;0;403;3210;-2;1;79
1;103;2763;0;403;1367;39;2;102
1;104;2763;1367;403;28;-1;2;102
1;105;2763;1395;403;1367;40;2;102
1;106;2763;2762;403;448;-2;2;102
1;107;2763;2762;344;448;-2;3;106
1;108;2763;2762;344;405;58;4;107
1;109;2763;3167;344;43;-1;4;107
1;110;3107;2762;59;448;-1;3;106
1;111;3166;0;508;3210;-2;1;79
1;112;3166;0;508;1107;55;2;111
1;113;3166;1107;508;237;-2;2;111
1;114;3166;1107;477;237;60;3;113
1;115;3643;1107;31;237;-1;3;113
1;116;3166;1344;508;69;-1;2;111
1;117;3166;1413;508;1797;27;2;111
1;118;3674;0;317;3210;-2;1;79
1;119;3674;0;317;1045;8;2;118
1;120;3674;1045;317;1045;10;2;118
1;121;3674;2090;317;1045;7;2;118
1;122;3674;3135;317;75;-1;2;118
1;123;3991;0;2009;3210;-2;1;79
1;124;3991;0;2009;569;-2;2;123
1;125;3991;0;1962;569;223;3;124
1;126;5953;0;47;569;-1;3;124
1;127;3991;569;2009;1995;-2;2;123
1;128;3991;569;721;1995;240;3;127
1;129;4712;569;721;1995;246;3;127
1;130;5433;569;20;1995;-1;3;127
1;131;5453;569;547;1995;-2;3;127
1;132;5453;569;547;1952;161;4;131
1;133;5453;2521;547;43;-1;4;131
1;134;3991;2564;2009;646;-2;2;123
1;135;3991;2564;1952;646;83;3;134
1;136;5943;2564;57;646;-1;3;134
2;137;0;0;6000;3210;-2;0;
2;138;0;0;495;3210;-2;1;137
2;139;0;0;495;2000;97;2;138
2;140;0;2000;495;367;-2;2;138
2;141;0;2000;469;367;228;3;140
2;142;469;2000;26;367;-1;3;140
2;143;0;2367;495;798;244;2;138
2;144;0;3165;495;45;-1;2;138
2;145;495;0;547;3210;-2;1;137
2;146;495;0;547;1952;162;2;145
2;147;495;1952;547;607;-2;2;145
2;148;495;1952;23;607;-1;3;147
2;149;518;1952;487;607;19;3;147
2;150;1005;1952;37;607;-1;3;147
2;151;495;2559;547;651;-2;2;145
2;152;495;2559;517;651;-2;3;151
2;153;495;2559;517;39;-2;4;152
2;154;495;2598;517;612;149;4;152
2;155;1012;2559;30;651;-1;3;151
2;156;1042;0;317;3210;-2;1;137
2;157;1042;0;317;924;34;2;156
2;158;1042;924;317;924;33;2;156
2;159;1042;1848;317;924;35;2;156
2;160;1042;2772;317;438;-2;2;156
2;161;1042;2772;285;438;-2;3;160
2;162;1042;2772;285;397;227;4;161
2;163;1042;3169;285;41;-1;4;161
2;164;1327;2772;32;438;-1;3;160
2;165;1359;0;495;3210;-2;1;137
2;166;1359;0;495;1398;168;2;165
2;167;1359;1398;495;20;-1;2;165
2;168;1359;1418;495;979;105;2;165
2;169;1359;2397;495;779;200;2;165
2;170;1359;3176;495;34;-1;2;165
2;171;1854;0;495;3210;-2;1;137
2;172;1854;0;495;2000;109;2;171
2;173;1854;2000;495;1122;234;2;171
2;174;1854;3122;495;88;-1;2;171
2;175;2349;0;495;3210;-2;1;137
2;176;2349;0;495;979;103;2;175
2;177;2349;979;495;1098;164;2;175
2;178;2349;2077;495;1098;163;2;175
2;179;2349;3175;495;35;-1;2;175
2;180;2844;0;495;3210;-2;1;137
2;181;2844;0;495;2000;108;2;180
2;182;2844;2000;495;1122;235;2;180
2;183;2844;3122;495;88;-1;2;180
2;184;3339;0;998;3210;-2;1;137
2;185;3339;0;998;1065;125;2;184
2;186;3339;1065;998;520;-2;2;184
2;187;3339;1065;978;520;173;3;186
2;188;4317;1065;20;520;-1;3;186
2;189;3339;1585;998;1065;122;2;184
2;190;3339;2650;998;560;-2;2;184
2;191;3339;2650;978;560;-2;3;190
2;192;3339;2650;978;520;174;4;191
2;193;3339;3170;978;40;-1;4;191
2;194;4317;2650;20;560;-1;3;190
2;195;4337;0;1663;3210;-2;1;137
2;196;4337;0;1663;682;-2;2;195
2;197;4337;0;1633;682;178;3;196
2;198;5970;0;30;682;-1;3;196
2;199;4337;682;1663;1804;-2;2;195
2;200;4337;682;751;1804;239;3;199
2;201;5088;682;456;1804;-2;3;199
2;202;5088;682;456;1766;43;4;201
2;203;5088;2448;456;38;-1;4;201
2;204;5544;682;456;1804;-2;3;199
2;205;5544;682;456;1766;42;4;204
2;206;5544;2448;456;38;-1;4;204
2;207;4337;2486;1663;724;-2;2;195
2;208;4337;2486;1594;724;177;3;207
2;209;5931;2486;69;724;-1;3;207
3;210;0;0;6000;3210;-2;0;
3;211;0;0;495;3210;-2;1;210
3;212;0;0;495;979;95;2;211
3;213;0;979;495;1122;237;2;211
3;214;0;2101;495;1079;204;2;211
3;215;0;3180;495;30;-1;2;211
3;216;495;0;746;3210;-2;1;210
3;217;495;0;746;1391;89;2;216
3;218;495;1391;746;20;-1;2;216
3;219;495;1411;746;1391;88;2;216
3;220;495;2802;746;408;-2;2;216
3;221;495;2802;719;408;-2;3;220
3;222;495;2802;719;381;110;4;221
3;223;495;3183;719;27;-1;4;221
3;224;1214;2802;27;408;-1;3;220
3;225;1241;0;1117;3210;-2;1;210
3;226;1241;0;1117;765;-2;2;225
3;227;1241;0;1078;765;117;3;226
3;228;2319;0;39;765;-1;3;226
3;229;1241;765;1117;513;62;2;225
3;230;1241;1278;1117;613;17;2;225
3;231;1241;1891;1117;812;-2;2;225
3;232;1241;1891;707;812;151;3;231
3;233;1948;1891;410;812;-2;3;231
3;234;1948;1891;410;772;188;4;233
3;235;1948;2663;410;40;-1;4;233
3;236;1241;2703;1117;507;-2;2;225
3;237;1241;2703;1077;507;-2;3;236
3;238;1241;2703;1077;458;16;4;237
3;239;1241;3161;1077;49;-1;4;237
3;240;2318;2703;40;507;-1;3;236
3;241;2358;0;317;3210;-2;1;210
3;242;2358;0;317;924;30;2;241
3;243;2358;924;317;397;-2;2;241
3;244;2358;924;285;397;226;3;243
3;245;2643;924;32;397;-1;3;243
3;246;2358;1321;317;20;-1;2;241
3;247;2358;1341;317;924;32;2;241
3;248;2358;2265;317;924;31;2;241
3;249;2358;3189;317;21;-1;2;241
3;250;2675;0;513;3210;-2;1;210
3;251;2675;0;513;1797;-2;2;250
3;252;2675;0;493;1797;23;3;251
3;253;3168;0;20;1797;-1;3;251
3;254;2675;1797;513;1117;63;2;250
3;255;2675;2914;513;296;-2;2;250
3;256;2675;2914;397;296;-2;3;255
3;257;2675;2914;397;275;225;4;256
3;258;2675;3189;397;21;-1;4;256
3;259;3072;2914;116;296;-1;3;255
3;260;3188;0;610;3210;-2;1;210
3;261;3188;0;610;1072;193;2;260
3;262;3188;1072;610;1072;194;2;260
3;263;3188;2144;610;1066;-2;2;260
3;264;3188;2144;587;1066;-2;3;263
3;265;3188;2144;587;1037;6;4;264
3;266;3188;3181;587;29;-1;4;264
3;267;3775;2144;23;1066;-1;3;263
3;268;3798;0;493;3210;-2;1;210
3;269;3798;0;493;1413;-2;2;268
3;270;3798;0;468;1413;-2;3;269
3;271;3798;0;468;1327;50;4;270
3;272;3798;1327;468;86;-1;4;270
3;273;4266;0;25;1413;-1;3;269
3;274;3798;1413;493;1797;67;2;268
3;275;4291;0;798;3210;-2;1;210
3;276;4291;0;798;469;201;2;275
3;277;4291;469;798;965;121;2;275
