PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2094;3210;-2;1;0
0;2;0;0;2094;718;-2;2;1
0;3;0;0;1942;718;18;3;2
0;4;1942;0;152;718;-1;3;2
0;5;0;718;2094;1822;-2;2;1
0;6;0;718;827;1822;9;3;5
0;7;827;718;827;1822;10;3;5
0;8;1654;718;440;1822;-2;3;5
0;9;1654;718;440;1743;19;4;8
0;10;1654;2461;440;79;-1;4;8
0;11;0;2540;2094;670;-2;2;1
0;12;0;2540;823;670;-2;3;11
0;13;0;2540;823;519;0;4;12
0;14;0;3059;823;151;-1;4;12
0;15;823;2540;535;670;-2;3;11
0;16;823;2540;535;637;1;4;15
0;17;823;3177;535;33;-1;4;15
0;18;1358;2540;535;670;-2;3;11
0;19;1358;2540;535;637;2;4;18
0;20;1358;3177;535;33;-1;4;18
0;21;1893;2540;201;670;-1;3;11
0;22;2094;0;440;3210;-2;1;0
0;23;2094;0;440;1743;20;2;22
0;24;2094;1743;440;1467;-2;2;22
0;25;2094;1743;381;1467;-2;3;24
0;26;2094;1743;381;1170;27;4;25
0;27;2094;2913;381;297;-1;4;25
0;28;2475;1743;59;1467;-1;3;24
0;29;2534;0;2112;3210;-2;1;0
0;30;2534;0;2112;540;-2;2;29
0;31;2534;0;2043;540;21;3;30
0;32;4577;0;69;540;-1;3;30
0;33;2534;540;2112;1382;-2;2;29
0;34;2534;540;2089;1382;45;3;33
0;35;4623;540;23;1382;-1;3;33
0;36;2534;1922;2112;194;-2;2;29
0;37;2534;1922;1505;194;22;3;36
0;38;4039;1922;607;194;-1;3;36
0;39;2534;2116;2112;242;-2;2;29
0;40;2534;2116;2092;242;23;3;39
0;41;4626;2116;20;242;-1;3;39
0;42;2534;2358;2112;852;-2;2;29
0;43;2534;2358;1485;852;-2;3;42
0;44;2534;2358;1485;735;36;4;43
0;45;2534;3093;1485;117;-1;4;43
0;46;4019;2358;570;852;-2;3;42
0;47;4019;2358;570;772;46;4;46
0;48;4019;3130;570;80;-1;4;46
0;49;4589;2358;57;852;-1;3;42
0;50;4646;0;676;3210;-2;1;0
0;51;4646;0;676;535;-2;2;50
0;52;4646;0;637;535;3;3;51
0;53;5283;0;39;535;-1;3;51
0;54;4646;535;676;875;-2;2;50
0;55;4646;535;656;875;28;3;54
0;56;5302;535;20;875;-1;3;54
0;57;4646;1410;676;875;-2;2;50
0;58;4646;1410;656;875;29;3;57
0;59;5302;1410;20;875;-1;3;57
0;60;4646;2285;676;925;-2;2;50
0;61;4646;2285;656;925;-2;3;60
0;62;4646;2285;656;875;30;4;61
0;63;4646;3160;656;50;-1;4;61
0;64;5302;2285;20;925;-1;3;60
0;65;5322;0;656;3210;-2;1;0
0;66;5322;0;656;1011;31;2;65
0;67;5322;1011;656;1011;32;2;65
0;68;5322;2022;656;1011;33;2;65
0;69;5322;3033;656;177;-1;2;65
0;70;5978;0;22;3210;-1;1;0
1;71;0;0;6000;3210;-2;0;
1;72;0;0;2422;3210;-2;1;71
1;73;0;0;2422;1141;37;2;72
1;74;0;1141;2422;1331;38;2;72
1;75;0;2472;2422;738;-2;2;72
1;76;0;2472;741;738;-2;3;75
1;77;0;2472;741;408;39;4;76
1;78;0;2880;741;330;-1;4;76
1;79;741;2472;1124;738;-2;3;75
1;80;741;2472;1124;702;34;4;79
1;81;741;3174;1124;36;-1;4;79
1;82;1865;2472;535;738;-2;3;75
1;83;1865;2472;535;637;4;4;82
1;84;1865;3109;535;101;-1;4;82
1;85;2400;2472;22;738;-1;3;75
1;86;2422;0;1151;3210;-2;1;71
1;87;2422;0;1151;2587;40;2;86
1;88;2422;2587;1151;623;-2;2;86
1;89;2422;2587;548;623;-2;3;88
1;90;2422;2587;548;547;11;4;89
1;91;2422;3134;548;76;-1;4;89
1;92;2970;2587;547;623;-2;3;88
1;93;2970;2587;547;548;12;4;92
1;94;2970;3135;547;75;-1;4;92
1;95;3517;2587;56;623;-1;3;88
1;96;3573;0;837;3210;-2;1;71
1;97;3573;0;837;1135;41;2;96
1;98;3573;1135;837;2075;-2;2;96
1;99;3573;1135;718;2075;-2;3;98
1;100;3573;1135;718;1942;35;4;99
1;101;3573;3077;718;133;-1;4;99
1;102;4291;1135;119;2075;-1;3;98
1;103;4410;0;1558;3210;-2;1;71
1;104;4410;0;1558;1141;-2;2;103
1;105;4410;0;872;1141;24;3;104
1;106;5282;0;657;1141;-2;3;104
1;107;5282;0;657;1032;13;4;106
1;108;5282;1032;657;109;-1;4;106
1;109;5939;0;29;1141;-1;3;104
1;110;4410;1141;1558;1135;-2;2;103
1;111;4410;1141;619;1135;-2;3;110
1;112;4410;1141;619;1102;42;4;111
1;113;4410;2243;619;33;-1;4;111
1;114;5029;1141;538;1135;5;3;110
1;115;5567;1141;334;1135;-2;3;110
1;116;5567;1141;334;433;-1;4;115
1;117;5567;1574;334;702;43;4;115
1;118;5901;1141;67;1135;-1;3;110
1;119;4410;2276;1558;934;-2;2;103
1;120;4410;2276;1150;934;-2;3;119
1;121;4410;2276;1150;819;44;4;120
1;122;4410;3095;1150;115;-1;4;120
1;123;5560;2276;408;934;-2;3;119
1;124;5560;2276;408;838;14;4;123
1;125;5560;3114;408;96;-1;4;123
1;126;5968;0;32;3210;-1;1;71
2;127;0;0;6000;3210;-2;0;
2;128;0;0;1822;3210;-2;1;127
2;129;0;0;1822;827;25;2;128
2;130;0;827;1822;837;-2;2;128
2;131;0;827;735;837;6;3;130
2;132;735;827;514;837;-2;3;130
2;133;735;827;514;813;15;4;132
2;134;735;1640;514;24;-1;4;132
2;135;1249;827;514;837;-2;3;130
2;136;1249;827;514;813;16;4;135
2;137;1249;1640;514;24;-1;4;135
2;138;1763;827;59;837;-1;3;130
2;139;0;1664;1822;827;26;2;128
2;140;0;2491;1822;719;-2;2;128
2;141;0;2491;823;719;-2;3;140
2;142;0;2491;823;519;17;4;141
2;143;0;3010;823;200;-1;4;141
2;144;823;2491;508;719;-2;3;140
2;145;823;2491;508;638;7;4;144
2;146;823;3129;508;81;-1;4;144
2;147;1331;2491;269;719;-2;3;140
2;148;1331;2491;269;504;8;4;147
2;149;1331;2995;269;215;-1;4;147
2;150;1600;2491;222;719;-1;3;140
2;151;1822;0;4178;3210;-3;1;127
