PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2955;3210;-2;1;0
0;2;0;0;2955;350;-2;2;1
0;3;0;0;2030;350;119;3;2
0;4;2030;0;925;350;-2;3;2
0;5;2030;0;925;265;52;4;4
0;6;2030;265;925;85;-1;4;4
0;7;0;350;2955;408;-2;2;1
0;8;0;350;2897;408;120;3;7
0;9;2897;350;58;408;-1;3;7
0;10;0;758;2955;655;-2;2;1
0;11;0;758;1455;655;121;3;10
0;12;1455;758;1455;655;122;3;10
0;13;2910;758;45;655;-1;3;10
0;14;0;1413;2955;826;-2;2;1
0;15;0;1413;1986;826;20;3;14
0;16;1986;1413;848;826;-2;3;14
0;17;1986;1413;848;678;53;4;16
0;18;1986;2091;848;148;-1;4;16
0;19;2834;1413;121;826;-1;3;14
0;20;0;2239;2955;553;-2;2;1
0;21;0;2239;1309;553;0;3;20
0;22;1309;2239;316;553;-2;3;20
0;23;1309;2239;316;486;109;4;22
0;24;1309;2725;316;67;-1;4;22
0;25;1625;2239;890;553;-2;3;20
0;26;1625;2239;890;444;72;4;25
0;27;1625;2683;890;109;-1;4;25
0;28;2515;2239;316;553;-2;3;20
0;29;2515;2239;316;486;110;4;28
0;30;2515;2725;316;67;-1;4;28
0;31;2831;2239;124;553;-1;3;20
0;32;0;2792;2955;418;-2;2;1
0;33;0;2792;1405;418;-2;3;32
0;34;0;2792;1405;52;-2;4;33
0;35;0;2844;1405;366;1;4;33
0;36;1405;2792;1405;418;-2;3;32
0;37;1405;2792;1405;366;2;4;36
0;38;1405;3158;1405;52;-1;4;36
0;39;2810;2792;145;418;-1;3;32
0;40;2955;0;1355;3210;-2;1;0
0;41;2955;0;1355;1978;-2;2;40
0;42;2955;0;1321;1978;40;3;41
0;43;4276;0;34;1978;-1;3;41
0;44;2955;1978;1355;1232;-2;2;40
0;45;2955;1978;767;1232;-2;3;44
0;46;2955;1978;767;1088;92;4;45
0;47;2955;3066;767;144;-1;4;45
0;48;3722;1978;588;1232;-2;3;44
0;49;3722;1978;588;1063;111;4;48
0;50;3722;3041;588;169;-1;4;48
0;51;4310;0;1690;3210;-2;1;0
0;52;4310;0;1690;1945;-2;2;51
0;53;4310;0;740;1945;54;3;52
0;54;5050;0;642;1945;-2;3;52
0;55;5050;0;642;1911;3;4;54
0;56;5050;1911;642;34;-1;4;54
0;57;5692;0;308;1945;-2;3;52
0;58;5692;0;308;1710;93;4;57
0;59;5692;1710;308;235;-1;4;57
0;60;4310;1945;1690;1265;-2;2;51
0;61;4310;1945;554;1265;-2;3;60
0;62;4310;1945;554;1193;55;4;61
