PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;758;3210;-2;1;0
0;2;0;0;758;1578;0;2;1
0;3;0;1578;758;1632;-2;2;1
0;4;0;1578;738;1632;-2;3;3
0;5;0;1578;738;1550;1;4;4
0;6;0;3128;738;82;-1;4;4
0;7;738;1578;20;1632;-1;3;3
0;8;758;0;781;3210;-2;1;0
0;9;758;0;781;276;-2;2;8
0;10;758;0;581;276;2;3;9
0;11;1339;0;200;276;-1;3;9
0;12;758;276;781;1396;3;2;8
0;13;758;1672;781;1538;-2;2;8
0;14;758;1672;648;1538;-2;3;13
0;15;758;1672;648;1426;4;4;14
0;16;758;3098;648;112;-1;4;14
0;17;1406;1672;133;1538;-1;3;13
0;18;1539;0;4461;3210;-3;1;0
